record,error,threshold,predicted,label,status
70001,0.0000226544,0.0006202863,0,1,NORMAL
70002,0.0000082783,0.0006202863,0,1,NORMAL
70003,0.0000134958,0.0006202863,0,1,NORMAL
70004,0.0000082783,0.0006202863,0,1,NORMAL
70005,0.0003358394,0.0006202863,0,1,NORMAL
70006,0.0000082783,0.0006202863,0,1,NORMAL
70007,0.0000082783,0.0006202863,0,1,NORMAL
70008,0.0000082783,0.0006202863,0,1,NORMAL
70009,0.0000250850,0.0006202863,0,1,NORMAL
70010,0.0000082783,0.0006202863,0,1,NORMAL
70011,0.0000082783,0.0006202863,0,1,NORMAL
70012,0.0000082783,0.0006202863,0,1,NORMAL
70013,0.0000273494,0.0006202863,0,1,NORMAL
70014,0.0000082783,0.0006202863,0,1,NORMAL
70015,0.0000082783,0.0006202863,0,1,NORMAL
70016,0.0000082783,0.0006202863,0,1,NORMAL
70017,0.0000273494,0.0006202863,0,1,NORMAL
70018,0.0000082783,0.0006202863,0,1,NORMAL
70019,0.0000082783,0.0006202863,0,1,NORMAL
70020,0.0000082783,0.0006202863,0,1,NORMAL
70021,0.0000120298,0.0006202863,0,1,NORMAL
70022,0.0000781201,0.0006202863,0,1,NORMAL
70023,0.0000099260,0.0006202863,0,1,NORMAL
70024,0.0006992564,0.0006202863,1,1,ANOMALY
70025,0.0000781201,0.0006202863,0,1,NORMAL
70026,0.0000640934,0.0006202863,0,1,NORMAL
70027,0.0000226544,0.0006202863,0,1,NORMAL
70028,0.0000781201,0.0006202863,0,1,NORMAL
70029,0.0000082783,0.0006202863,0,1,NORMAL
70030,0.0010035725,0.0006202863,1,1,ANOMALY
70031,0.0000226544,0.0006202863,0,1,NORMAL
70032,0.0000781201,0.0006202863,0,1,NORMAL
70033,0.0000082783,0.0006202863,0,1,NORMAL
70034,0.0000226544,0.0006202863,0,1,NORMAL
70035,0.0000082783,0.0006202863,0,1,NORMAL
70036,0.0000082783,0.0006202863,0,1,NORMAL
70037,0.0000216378,0.0006202863,0,0,NORMAL
70038,0.0000263432,0.0006202863,0,0,NORMAL
70039,0.0000236882,0.0006202863,0,0,NORMAL
70040,0.0000226544,0.0006202863,0,1,NORMAL
70041,0.0000290026,0.0006202863,0,0,NORMAL
70042,0.0000227200,0.0006202863,0,0,NORMAL
70043,0.0000781201,0.0006202863,0,1,NORMAL
70044,0.0000216403,0.0006202863,0,0,NORMAL
70045,0.0000216403,0.0006202863,0,0,NORMAL
70046,0.0000216403,0.0006202863,0,0,NORMAL
70047,0.0000216279,0.0006202863,0,0,NORMAL
70048,0.0000564105,0.0006202863,0,1,NORMAL
70049,0.0000781201,0.0006202863,0,1,NORMAL
70050,0.0000781201,0.0006202863,0,1,NORMAL
70051,0.0000051527,0.0006202863,0,0,NORMAL
70052,0.0000056568,0.0006202863,0,0,NORMAL
70053,0.0000041859,0.0006202863,0,0,NORMAL
70054,0.0000037711,0.0006202863,0,0,NORMAL
70055,0.0000781201,0.0006202863,0,1,NORMAL
70056,0.0001310666,0.0006202863,0,1,NORMAL
70057,0.0000024196,0.0006202863,0,0,NORMAL
70058,0.0000781201,0.0006202863,0,1,NORMAL
70059,0.0000043639,0.0006202863,0,0,NORMAL
70060,0.0000043532,0.0006202863,0,0,NORMAL
70061,0.0000087768,0.0006202863,0,1,NORMAL
70062,0.0000034825,0.0006202863,0,0,NORMAL
70063,0.0000781201,0.0006202863,0,1,NORMAL
70064,0.0000208247,0.0006202863,0,1,NORMAL
70065,0.0000071344,0.0006202863,0,1,NORMAL
70066,0.0000781201,0.0006202863,0,1,NORMAL
70067,0.0000781201,0.0006202863,0,1,NORMAL
70068,0.0000034634,0.0006202863,0,0,NORMAL
70069,0.0000035611,0.0006202863,0,0,NORMAL
70070,0.0001877936,0.0006202863,0,1,NORMAL
70071,0.0000071344,0.0006202863,0,1,NORMAL
70072,0.0000045617,0.0006202863,0,0,NORMAL
70073,0.0000781201,0.0006202863,0,1,NORMAL
70074,0.0000029853,0.0006202863,0,1,NORMAL
70075,0.0000032141,0.0006202863,0,0,NORMAL
70076,0.0000026205,0.0006202863,0,0,NORMAL
70077,0.0000102143,0.0006202863,0,1,NORMAL
70078,0.0000048193,0.0006202863,0,0,NORMAL
70079,0.0000026529,0.0006202863,0,0,NORMAL
70080,0.0000046727,0.0006202863,0,0,NORMAL
70081,0.0000035475,0.0006202863,0,1,NORMAL
70082,0.0000087768,0.0006202863,0,1,NORMAL
70083,0.0000040578,0.0006202863,0,0,NORMAL
70084,0.0000262770,0.0006202863,0,1,NORMAL
70085,0.0000045259,0.0006202863,0,0,NORMAL
70086,0.0000051363,0.0006202863,0,0,NORMAL
70087,0.0000060397,0.0006202863,0,0,NORMAL
70088,0.0000087768,0.0006202863,0,1,NORMAL
70089,0.0000030555,0.0006202863,0,1,NORMAL
70090,0.0031119205,0.0006202863,1,1,ANOMALY
70091,0.0000087768,0.0006202863,0,1,NORMAL
70092,0.0000127391,0.0006202863,0,1,NORMAL
70093,0.0000087768,0.0006202863,0,1,NORMAL
70094,0.0000071344,0.0006202863,0,1,NORMAL
70095,0.0000068166,0.0006202863,0,1,NORMAL
70096,0.0652020147,0.0006202863,1,1,ANOMALY
70097,0.0000070994,0.0006202863,0,1,NORMAL
70098,0.0000071344,0.0006202863,0,1,NORMAL
70099,0.0003290247,0.0006202863,0,1,NORMAL
70100,0.0000074814,0.0006202863,0,1,NORMAL
70101,0.0000070994,0.0006202863,0,1,NORMAL
70102,0.0000087768,0.0006202863,0,1,NORMAL
70103,0.0000071344,0.0006202863,0,1,NORMAL
70104,0.0001600027,0.0006202863,0,1,NORMAL
70105,0.0000795211,0.0006202863,0,1,NORMAL
70106,0.0000071344,0.0006202863,0,1,NORMAL
70107,0.0000024042,0.0006202863,0,1,NORMAL
70108,0.0000070994,0.0006202863,0,1,NORMAL
70109,0.0000083995,0.0006202863,0,1,NORMAL
70110,0.0000087768,0.0006202863,0,1,NORMAL
70111,0.0000071344,0.0006202863,0,1,NORMAL
70112,0.0000192160,0.0006202863,0,1,NORMAL
70113,0.0000082783,0.0006202863,0,1,NORMAL
70114,0.0000033362,0.0006202863,0,1,NORMAL
70115,0.0000087768,0.0006202863,0,1,NORMAL
70116,0.0000087768,0.0006202863,0,1,NORMAL
70117,0.0000991440,0.0006202863,0,1,NORMAL
70118,0.0000192160,0.0006202863,0,1,NORMAL
70119,0.0000087768,0.0006202863,0,1,NORMAL
70120,0.0003023686,0.0006202863,0,1,NORMAL
70121,0.0000082783,0.0006202863,0,1,NORMAL
70122,0.0000087768,0.0006202863,0,1,NORMAL
70123,0.0000151943,0.0006202863,0,1,NORMAL
70124,0.0000082783,0.0006202863,0,1,NORMAL
70125,0.0000087768,0.0006202863,0,1,NORMAL
70126,0.0000087768,0.0006202863,0,1,NORMAL
70127,0.0000147407,0.0006202863,0,1,NORMAL
70128,0.0000082783,0.0006202863,0,1,NORMAL
70129,0.0000087768,0.0006202863,0,1,NORMAL
70130,0.0000041782,0.0006202863,0,1,NORMAL
70131,0.0000087768,0.0006202863,0,1,NORMAL
70132,0.0000074524,0.0006202863,0,1,NORMAL
70133,0.0000087768,0.0006202863,0,1,NORMAL
70134,0.0000037211,0.0006202863,0,1,NORMAL
70135,0.0000070994,0.0006202863,0,1,NORMAL
70136,0.0000087768,0.0006202863,0,1,NORMAL
70137,0.0000148425,0.0006202863,0,1,NORMAL
70138,0.0000223305,0.0006202863,0,1,NORMAL
70139,0.0000087768,0.0006202863,0,1,NORMAL
70140,0.0000829129,0.0006202863,0,1,NORMAL
70141,0.0000207482,0.0006202863,0,1,NORMAL
70142,0.0000087768,0.0006202863,0,1,NORMAL
70143,0.0000087768,0.0006202863,0,1,NORMAL
70144,0.0000087768,0.0006202863,0,1,NORMAL
70145,0.0000153998,0.0006202863,0,1,NORMAL
70146,0.0000136999,0.0006202863,0,1,NORMAL
70147,0.0000092137,0.0006202863,0,1,NORMAL
70148,0.0000087768,0.0006202863,0,1,NORMAL
70149,0.0000087768,0.0006202863,0,1,NORMAL
70150,0.0002746928,0.0006202863,0,1,NORMAL
70151,0.0000735687,0.0006202863,0,1,NORMAL
70152,0.0000071344,0.0006202863,0,1,NORMAL
70153,0.0000087768,0.0006202863,0,1,NORMAL
70154,0.0000087768,0.0006202863,0,1,NORMAL
70155,0.0000210053,0.0006202863,0,1,NORMAL
70156,0.0001035431,0.0006202863,0,1,NORMAL
70157,0.0000092137,0.0006202863,0,1,NORMAL
70158,0.0000087768,0.0006202863,0,1,NORMAL
70159,0.0000034774,0.0006202863,0,1,NORMAL
70160,0.0000087768,0.0006202863,0,1,NORMAL
70161,0.0000996905,0.0006202863,0,1,NORMAL
70162,0.0000068686,0.0006202863,0,1,NORMAL
70163,0.0000092137,0.0006202863,0,1,NORMAL
70164,0.0000087768,0.0006202863,0,1,NORMAL
70165,0.0000082783,0.0006202863,0,1,NORMAL
70166,0.0000071344,0.0006202863,0,1,NORMAL
70167,0.0000124903,0.0006202863,0,1,NORMAL
70168,0.0000087768,0.0006202863,0,1,NORMAL
70169,0.0000168992,0.0006202863,0,1,NORMAL
70170,0.0000082783,0.0006202863,0,1,NORMAL
70171,0.0016878087,0.0006202863,1,1,ANOMALY
70172,0.0000070994,0.0006202863,0,1,NORMAL
70173,0.0000995994,0.0006202863,0,1,NORMAL
70174,0.0000061668,0.0006202863,0,1,NORMAL
70175,0.0000087768,0.0006202863,0,1,NORMAL
70176,0.0000035531,0.0006202863,0,1,NORMAL
70177,0.0000061668,0.0006202863,0,1,NORMAL
70178,0.0016878138,0.0006202863,1,1,ANOMALY
70179,0.0001721746,0.0006202863,0,1,NORMAL
70180,0.0000087768,0.0006202863,0,1,NORMAL
70181,0.0016878138,0.0006202863,1,1,ANOMALY
70182,0.0000087768,0.0006202863,0,1,NORMAL
70183,0.0000069591,0.0006202863,0,1,NORMAL
70184,0.0016878138,0.0006202863,1,1,ANOMALY
70185,0.0000087768,0.0006202863,0,1,NORMAL
70186,0.0000087768,0.0006202863,0,1,NORMAL
70187,0.0000399981,0.0006202863,0,1,NORMAL
70188,0.0000071344,0.0006202863,0,1,NORMAL
70189,0.0000213179,0.0006202863,0,1,NORMAL
70190,0.0000082783,0.0006202863,0,1,NORMAL
70191,0.0000055750,0.0006202863,0,1,NORMAL
70192,0.0016878138,0.0006202863,1,1,ANOMALY
70193,0.0000082783,0.0006202863,0,1,NORMAL
70194,0.0000092137,0.0006202863,0,1,NORMAL
70195,0.0016878138,0.0006202863,1,1,ANOMALY
70196,0.0001098379,0.0006202863,0,1,NORMAL
70197,0.0000082783,0.0006202863,0,1,NORMAL
70198,0.0000092137,0.0006202863,0,1,NORMAL
70199,0.0016878144,0.0006202863,1,1,ANOMALY
70200,0.0000089678,0.0006202863,0,1,NORMAL
70201,0.0000061668,0.0006202863,0,1,NORMAL
70202,0.0000092137,0.0006202863,0,1,NORMAL
70203,0.0000925758,0.0006202863,0,1,NORMAL
70204,0.0016878144,0.0006202863,1,1,ANOMALY
70205,0.0000061668,0.0006202863,0,1,NORMAL
70206,0.0000092137,0.0006202863,0,1,NORMAL
70207,0.0000063415,0.0006202863,0,1,NORMAL
70208,0.0016878144,0.0006202863,1,1,ANOMALY
70209,0.0000061668,0.0006202863,0,1,NORMAL
70210,0.0000071344,0.0006202863,0,1,NORMAL
70211,0.0000064983,0.0006202863,0,1,NORMAL
70212,0.0000036417,0.0006202863,0,1,NORMAL
70213,0.0000336034,0.0006202863,0,1,NORMAL
70214,0.0000061668,0.0006202863,0,1,NORMAL
70215,0.0000071344,0.0006202863,0,1,NORMAL
70216,0.0000061668,0.0006202863,0,1,NORMAL
70217,0.0000071939,0.0006202863,0,1,NORMAL
70218,0.0000061668,0.0006202863,0,1,NORMAL
70219,0.0000092137,0.0006202863,0,1,NORMAL
70220,0.0000061668,0.0006202863,0,1,NORMAL
70221,0.0000213179,0.0006202863,0,1,NORMAL
70222,0.0000074066,0.0006202863,0,1,NORMAL
70223,0.0000087768,0.0006202863,0,1,NORMAL
70224,0.0000781201,0.0006202863,0,1,NORMAL
70225,0.0000087768,0.0006202863,0,1,NORMAL
70226,0.0000324526,0.0006202863,0,1,NORMAL
70227,0.0000087768,0.0006202863,0,1,NORMAL
70228,0.0000026482,0.0006202863,0,1,NORMAL
70229,0.0000092137,0.0006202863,0,1,NORMAL
70230,0.0000336034,0.0006202863,0,1,NORMAL
70231,0.0001552780,0.0006202863,0,1,NORMAL
70232,0.0000092137,0.0006202863,0,1,NORMAL
70233,0.0000087768,0.0006202863,0,1,NORMAL
70234,0.0009718415,0.0006202863,1,1,ANOMALY
70235,0.0000092137,0.0006202863,0,1,NORMAL
70236,0.0000087768,0.0006202863,0,1,NORMAL
70237,0.0006194544,0.0006202863,0,1,NORMAL
70238,0.0000155263,0.0006202863,0,1,NORMAL
70239,0.0000092137,0.0006202863,0,1,NORMAL
70240,0.0000314957,0.0006202863,0,1,NORMAL
70241,0.0000087768,0.0006202863,0,1,NORMAL
70242,0.0002003632,0.0006202863,0,1,NORMAL
70243,0.0000071344,0.0006202863,0,1,NORMAL
70244,0.0001322569,0.0006202863,0,1,NORMAL
70245,0.0000087768,0.0006202863,0,1,NORMAL
70246,0.0002003632,0.0006202863,0,1,NORMAL
70247,0.0000071344,0.0006202863,0,1,NORMAL
70248,0.0002003632,0.0006202863,0,1,NORMAL
70249,0.0000262770,0.0006202863,0,1,NORMAL
70250,0.0000071344,0.0006202863,0,1,NORMAL
70251,0.0000075976,0.0006202863,0,1,NORMAL
70252,0.0000070994,0.0006202863,0,1,NORMAL
70253,0.0000024509,0.0006202863,0,1,NORMAL
70254,0.0000564105,0.0006202863,0,1,NORMAL
70255,0.0000071344,0.0006202863,0,1,NORMAL
70256,0.0002003632,0.0006202863,0,1,NORMAL
70257,0.0000829129,0.0006202863,0,1,NORMAL
70258,0.0000092137,0.0006202863,0,1,NORMAL
70259,0.0000087433,0.0006202863,0,1,NORMAL
70260,0.0000829129,0.0006202863,0,1,NORMAL
70261,0.0000092137,0.0006202863,0,1,NORMAL
70262,0.0000090353,0.0006202863,0,1,NORMAL
70263,0.0000087768,0.0006202863,0,1,NORMAL
70264,0.0004105743,0.0006202863,0,1,NORMAL
70265,0.0000092137,0.0006202863,0,1,NORMAL
70266,0.0005590410,0.0006202863,0,1,NORMAL
70267,0.0000087768,0.0006202863,0,1,NORMAL
70268,0.0000029572,0.0006202863,0,1,NORMAL
70269,0.0000087768,0.0006202863,0,1,NORMAL
70270,0.0000035427,0.0006202863,0,1,NORMAL
70271,0.0000087768,0.0006202863,0,1,NORMAL
70272,0.0000262770,0.0006202863,0,1,NORMAL
70273,0.0000074083,0.0006202863,0,1,NORMAL
70274,0.0000070994,0.0006202863,0,1,NORMAL
70275,0.0000087768,0.0006202863,0,1,NORMAL
70276,0.0094964286,0.0006202863,1,1,ANOMALY
70277,0.0000061668,0.0006202863,0,1,NORMAL
70278,0.0000057608,0.0006202863,0,1,NORMAL
70279,0.0000070994,0.0006202863,0,1,NORMAL
70280,0.0000087768,0.0006202863,0,1,NORMAL
70281,0.0000061668,0.0006202863,0,1,NORMAL
70282,0.0094964286,0.0006202863,1,1,ANOMALY
70283,0.0123840587,0.0006202863,1,1,ANOMALY
70284,0.0000070994,0.0006202863,0,1,NORMAL
70285,0.0000087768,0.0006202863,0,1,NORMAL
70286,0.0001175058,0.0006202863,0,1,NORMAL
70287,0.0000061668,0.0006202863,0,1,NORMAL
70288,0.0000316320,0.0006202863,0,1,NORMAL
70289,0.0000087768,0.0006202863,0,1,NORMAL
70290,0.0000050251,0.0006202863,0,1,NORMAL
70291,0.0017071847,0.0006202863,1,1,ANOMALY
70292,0.0016745539,0.0006202863,1,1,ANOMALY
70293,0.0000070994,0.0006202863,0,1,NORMAL
70294,0.0000036937,0.0006202863,0,1,NORMAL
70295,0.0000087768,0.0006202863,0,1,NORMAL
70296,0.0016745539,0.0006202863,1,1,ANOMALY
70297,0.0000035455,0.0006202863,0,1,NORMAL
70298,0.0000031378,0.0006202863,0,1,NORMAL
70299,0.0000070994,0.0006202863,0,1,NORMAL
70300,0.0000087768,0.0006202863,0,1,NORMAL
70301,0.0000064983,0.0006202863,0,1,NORMAL
70302,0.0000067317,0.0006202863,0,1,NORMAL
70303,0.0000161120,0.0006202863,0,1,NORMAL
70304,0.0000071344,0.0006202863,0,1,NORMAL
70305,0.0000087768,0.0006202863,0,1,NORMAL
70306,0.0000064983,0.0006202863,0,1,NORMAL
70307,0.0005899073,0.0006202863,0,1,NORMAL
70308,0.0000043758,0.0006202863,0,1,NORMAL
70309,0.0000236698,0.0006202863,0,1,NORMAL
70310,0.0000104813,0.0006202863,0,1,NORMAL
70311,0.0000087768,0.0006202863,0,1,NORMAL
70312,0.0000064983,0.0006202863,0,1,NORMAL
70313,0.0000080030,0.0006202863,0,1,NORMAL
70314,0.0000087768,0.0006202863,0,1,NORMAL
70315,0.0000061668,0.0006202863,0,1,NORMAL
70316,0.0000064983,0.0006202863,0,1,NORMAL
70317,0.0000057866,0.0006202863,0,1,NORMAL
70318,0.0000127455,0.0006202863,0,1,NORMAL
70319,0.0000061668,0.0006202863,0,1,NORMAL
70320,0.0000064983,0.0006202863,0,1,NORMAL
70321,0.0000087768,0.0006202863,0,1,NORMAL
70322,0.0000061668,0.0006202863,0,1,NORMAL
70323,0.0000975171,0.0006202863,0,1,NORMAL
70324,0.0000064983,0.0006202863,0,1,NORMAL
70325,0.0000197825,0.0006202863,0,1,NORMAL
70326,0.0000087768,0.0006202863,0,1,NORMAL
70327,0.0016745539,0.0006202863,1,1,ANOMALY
70328,0.0000064983,0.0006202863,0,1,NORMAL
70329,0.0000038261,0.0006202863,0,1,NORMAL
70330,0.0000119627,0.0006202863,0,1,NORMAL
70331,0.0000087768,0.0006202863,0,1,NORMAL
70332,0.0000064983,0.0006202863,0,1,NORMAL
70333,0.0001298310,0.0006202863,0,1,NORMAL
70334,0.0000064983,0.0006202863,0,1,NORMAL
70335,0.0000064983,0.0006202863,0,1,NORMAL
70336,0.0005487866,0.0006202863,0,1,NORMAL
70337,0.0000052597,0.0006202863,0,1,NORMAL
70338,0.0000064983,0.0006202863,0,1,NORMAL
70339,0.0000064983,0.0006202863,0,1,NORMAL
70340,0.0000064983,0.0006202863,0,1,NORMAL
70341,0.0001005795,0.0006202863,0,1,NORMAL
70342,0.0001530602,0.0006202863,0,1,NORMAL
70343,0.0000183421,0.0006202863,0,1,NORMAL
70344,0.0000087768,0.0006202863,0,1,NORMAL
70345,0.0000045409,0.0006202863,0,1,NORMAL
70346,0.0000064983,0.0006202863,0,1,NORMAL
70347,0.0000511400,0.0006202863,0,1,NORMAL
70348,0.0000121360,0.0006202863,0,1,NORMAL
70349,0.0000087768,0.0006202863,0,1,NORMAL
70350,0.0000040998,0.0006202863,0,1,NORMAL
70351,0.0000054120,0.0006202863,0,1,NORMAL
70352,0.0000087768,0.0006202863,0,1,NORMAL
70353,0.0000064983,0.0006202863,0,1,NORMAL
70354,0.0000068212,0.0006202863,0,1,NORMAL
70355,0.0279662378,0.0006202863,1,1,ANOMALY
70356,0.0000078237,0.0006202863,0,1,NORMAL
70357,0.0000064983,0.0006202863,0,1,NORMAL
70358,0.0000055510,0.0006202863,0,1,NORMAL
70359,0.0000082783,0.0006202863,0,1,NORMAL
70360,0.0001390766,0.0006202863,0,1,NORMAL
70361,0.0000064983,0.0006202863,0,1,NORMAL
70362,0.0000027271,0.0006202863,0,1,NORMAL
70363,0.0000082783,0.0006202863,0,1,NORMAL
70364,0.0000050618,0.0006202863,0,1,NORMAL
70365,0.0000051581,0.0006202863,0,1,NORMAL
70366,0.0000087768,0.0006202863,0,1,NORMAL
70367,0.0000106157,0.0006202863,0,1,NORMAL
70368,0.0000082783,0.0006202863,0,1,NORMAL
70369,0.0002898565,0.0006202863,0,1,NORMAL
70370,0.0000087768,0.0006202863,0,1,NORMAL
70371,0.0000047619,0.0006202863,0,1,NORMAL
70372,0.0000161120,0.0006202863,0,1,NORMAL
70373,0.0000087768,0.0006202863,0,1,NORMAL
70374,0.0000082783,0.0006202863,0,1,NORMAL
70375,0.0000174943,0.0006202863,0,1,NORMAL
70376,0.0000082783,0.0006202863,0,1,NORMAL
70377,0.0000029313,0.0006202863,0,1,NORMAL
70378,0.0000070994,0.0006202863,0,1,NORMAL
70379,0.0000064983,0.0006202863,0,1,NORMAL
70380,0.0002732633,0.0006202863,0,1,NORMAL
70381,0.0000094148,0.0006202863,0,1,NORMAL
70382,0.0000070903,0.0006202863,0,1,NORMAL
70383,0.0000044829,0.0006202863,0,1,NORMAL
70384,0.0000064983,0.0006202863,0,1,NORMAL
70385,0.0000245407,0.0006202863,0,1,NORMAL
70386,0.0000061668,0.0006202863,0,1,NORMAL
70387,0.0000092695,0.0006202863,0,1,NORMAL
70388,0.0000064983,0.0006202863,0,1,NORMAL
70389,0.0000064983,0.0006202863,0,1,NORMAL
70390,0.0000054726,0.0006202863,0,1,NORMAL
70391,0.0000097980,0.0006202863,0,1,NORMAL
70392,0.0000064983,0.0006202863,0,1,NORMAL
70393,0.0001187490,0.0006202863,0,1,NORMAL
70394,0.0000064983,0.0006202863,0,1,NORMAL
70395,0.0000029382,0.0006202863,0,1,NORMAL
70396,0.0000061668,0.0006202863,0,1,NORMAL
70397,0.0000052528,0.0006202863,0,1,NORMAL
70398,0.0000121360,0.0006202863,0,1,NORMAL
70399,0.0000064983,0.0006202863,0,1,NORMAL
70400,0.0000061668,0.0006202863,0,1,NORMAL
70401,0.0000024391,0.0006202863,0,1,NORMAL
70402,0.0000073863,0.0006202863,0,1,NORMAL
70403,0.0000064983,0.0006202863,0,1,NORMAL
70404,0.0000041901,0.0006202863,0,1,NORMAL
70405,0.0000087768,0.0006202863,0,1,NORMAL
70406,0.0000052258,0.0006202863,0,1,NORMAL
70407,0.0001459572,0.0006202863,0,1,NORMAL
70408,0.0000120298,0.0006202863,0,1,NORMAL
70409,0.0000087768,0.0006202863,0,1,NORMAL
70410,0.0000046302,0.0006202863,0,1,NORMAL
70411,0.0000061668,0.0006202863,0,1,NORMAL
70412,0.0000115625,0.0006202863,0,1,NORMAL
70413,0.0000087768,0.0006202863,0,1,NORMAL
70414,0.0000066597,0.0006202863,0,1,NORMAL
70415,0.0000061668,0.0006202863,0,1,NORMAL
70416,0.0000029324,0.0006202863,0,1,NORMAL
70417,0.0000161120,0.0006202863,0,1,NORMAL
70418,0.0000122550,0.0006202863,0,1,NORMAL
70419,0.0000061668,0.0006202863,0,1,NORMAL
70420,0.0021601633,0.0006202863,1,1,ANOMALY
70421,0.0000061668,0.0006202863,0,1,NORMAL
70422,0.0000064988,0.0006202863,0,1,NORMAL
70423,0.0000061668,0.0006202863,0,1,NORMAL
70424,0.0000051729,0.0006202863,0,1,NORMAL
70425,0.0000061668,0.0006202863,0,1,NORMAL
70426,0.0000161120,0.0006202863,0,1,NORMAL
70427,0.0000061668,0.0006202863,0,1,NORMAL
70428,0.0000085567,0.0006202863,0,1,NORMAL
70429,0.0000122735,0.0006202863,0,1,NORMAL
70430,0.0000061668,0.0006202863,0,1,NORMAL
70431,0.0000747212,0.0006202863,0,1,NORMAL
70432,0.0000061668,0.0006202863,0,1,NORMAL
70433,0.0000087768,0.0006202863,0,1,NORMAL
70434,0.0000124630,0.0006202863,0,1,NORMAL
70435,0.0039887112,0.0006202863,1,1,ANOMALY
70436,0.0000087768,0.0006202863,0,1,NORMAL
70437,0.0000124630,0.0006202863,0,1,NORMAL
70438,0.0000087768,0.0006202863,0,1,NORMAL
70439,0.0000042412,0.0006202863,0,1,NORMAL
70440,0.0000905131,0.0006202863,0,1,NORMAL
70441,0.0000087768,0.0006202863,0,1,NORMAL
70442,0.0000087768,0.0006202863,0,1,NORMAL
70443,0.0000107801,0.0006202863,0,1,NORMAL
70444,0.0000078066,0.0006202863,0,1,NORMAL
70445,0.0000107801,0.0006202863,0,1,NORMAL
70446,0.0000981400,0.0006202863,0,1,NORMAL
70447,0.0000035649,0.0006202863,0,1,NORMAL
70448,0.0000107801,0.0006202863,0,1,NORMAL
70449,0.0000071802,0.0006202863,0,1,NORMAL
70450,0.0000038433,0.0006202863,0,1,NORMAL
70451,0.0000109834,0.0006202863,0,1,NORMAL
70452,0.0000061668,0.0006202863,0,1,NORMAL
70453,0.0000107801,0.0006202863,0,1,NORMAL
70454,0.0000041725,0.0006202863,0,1,NORMAL
70455,0.0000187145,0.0006202863,0,1,NORMAL
70456,0.0000087768,0.0006202863,0,1,NORMAL
70457,0.0000924650,0.0006202863,0,1,NORMAL
70458,0.0000082783,0.0006202863,0,1,NORMAL
70459,0.0004241509,0.0006202863,0,1,NORMAL
70460,0.0000087768,0.0006202863,0,1,NORMAL
70461,0.0000082783,0.0006202863,0,1,NORMAL
70462,0.0006118225,0.0006202863,0,1,NORMAL
70463,0.0004241509,0.0006202863,0,1,NORMAL
70464,0.0000036862,0.0006202863,0,1,NORMAL
70465,0.0000082783,0.0006202863,0,1,NORMAL
70466,0.0000091069,0.0006202863,0,1,NORMAL
70467,0.0001111919,0.0006202863,0,1,NORMAL
70468,0.0000281479,0.0006202863,0,1,NORMAL
70469,0.0000092137,0.0006202863,0,1,NORMAL
70470,0.0000069894,0.0006202863,0,1,NORMAL
70471,0.0000092137,0.0006202863,0,1,NORMAL
70472,0.0000087768,0.0006202863,0,1,NORMAL
70473,0.0000281479,0.0006202863,0,1,NORMAL
70474,0.0000121360,0.0006202863,0,1,NORMAL
70475,0.0001023445,0.0006202863,0,1,NORMAL
70476,0.0000281479,0.0006202863,0,1,NORMAL
70477,0.0000203453,0.0006202863,0,1,NORMAL
70478,0.0000082783,0.0006202863,0,1,NORMAL
70479,0.0000196108,0.0006202863,0,1,NORMAL
70480,0.0000087768,0.0006202863,0,1,NORMAL
70481,0.0000281479,0.0006202863,0,1,NORMAL
70482,0.0000082783,0.0006202863,0,1,NORMAL
70483,0.0000502937,0.0006202863,0,1,NORMAL
70484,0.0000087768,0.0006202863,0,1,NORMAL
70485,0.0000281479,0.0006202863,0,1,NORMAL
70486,0.0000502937,0.0006202863,0,1,NORMAL
70487,0.0000082783,0.0006202863,0,1,NORMAL
70488,0.0001078411,0.0006202863,0,1,NORMAL
70489,0.0000087768,0.0006202863,0,1,NORMAL
70490,0.0001137501,0.0006202863,0,1,NORMAL
70491,0.0000502937,0.0006202863,0,1,NORMAL
70492,0.0000092137,0.0006202863,0,1,NORMAL
70493,0.0000163164,0.0006202863,0,1,NORMAL
70494,0.0000087768,0.0006202863,0,1,NORMAL
70495,0.0000033900,0.0006202863,0,1,NORMAL
70496,0.0000092137,0.0006202863,0,1,NORMAL
70497,0.0012755117,0.0006202863,1,1,ANOMALY
70498,0.0000092137,0.0006202863,0,1,NORMAL
70499,0.0000067337,0.0006202863,0,1,NORMAL
70500,0.0000123674,0.0006202863,0,1,NORMAL
70501,0.0000087768,0.0006202863,0,1,NORMAL
70502,0.0000263332,0.0006202863,0,1,NORMAL
70503,0.0001735130,0.0006202863,0,1,NORMAL
70504,0.0000680972,0.0006202863,0,1,NORMAL
70505,0.0000097945,0.0006202863,0,1,NORMAL
70506,0.0000087768,0.0006202863,0,1,NORMAL
70507,0.0045308193,0.0006202863,1,1,ANOMALY
70508,0.0000097945,0.0006202863,0,1,NORMAL
70509,0.0000087768,0.0006202863,0,1,NORMAL
70510,0.0003771306,0.0006202863,0,1,NORMAL
70511,0.0000035955,0.0006202863,0,0,NORMAL
70512,0.0000038708,0.0006202863,0,1,NORMAL
70513,0.0000087768,0.0006202863,0,1,NORMAL
70514,0.0000054275,0.0006202863,0,0,NORMAL
70515,0.0000047452,0.0006202863,0,0,NORMAL
70516,0.0000039395,0.0006202863,0,0,NORMAL
